1 3.60 31
2 6.40 28.25
3 11.40 31
4 19.60 30
5 28.00 31
6 30.40 30
7 29.40 31
8 26.20 31
9 17.40 30
10 10.20 31
11 4.70 30
12 3.10 31
#'station   ',          'Bocholt'
#'stnno     ',  11178
#'type      ',          'const'
