   -2.00000e+00,     4.57639e+02,     3.79206e+02,    -7.18593e+03,     9.52607e+03
   -1.50000e+00,     2.15377e+03,     1.81481e+03,    -6.54241e+03,     1.02855e+04
   -1.00000e+00,     2.95669e+02,     2.34721e+02,    -1.63837e+03,     7.41959e+03
   -5.00000e-01,     8.49281e+02,     1.02703e+03,    -6.22812e+03,     1.70547e+04
    0.00000e+00,     1.37852e+02,     1.40966e+02,     1.79181e+02,     1.03789e+04
    5.00000e-01,     4.71066e+02,     3.68424e+02,    -4.99215e+03,     1.47756e+04
    1.00000e+00,     1.33451e+03,     8.12561e+02,    -1.49012e+04,     2.02693e+04
    1.50000e+00,     1.36165e+03,     1.04700e+03,    -1.64152e+04,     2.64557e+04
    2.00000e+00,     1.31764e+03,     1.05685e+03,    -1.73878e+04,     2.96377e+04
    2.50000e+00,     8.77795e+02,     1.50947e+03,    -9.78866e+03,     4.28394e+04
    3.00000e+00,     4.63560e+02,     4.34435e+02,    -7.44158e+03,     2.71316e+04
    3.50000e+00,     3.42624e+02,     2.94583e+02,    -6.68376e+03,     2.65475e+04
    4.00000e+00,     1.73805e+01,     1.30370e+01,     7.32944e+03,     1.53681e+04
    4.50000e+00,     7.00385e+00,     3.65979e+00,     9.28844e+03,     1.42805e+04
    5.00000e+00,     8.59336e+00,     2.40301e+00,     9.37004e+03,     1.41847e+04
    5.50000e+00,     6.89880e+03,     3.51748e+00,    -1.58992e+06,     1.44197e+04
    6.00000e+00,     3.62382e+03,     5.15456e+00,    -5.74448e+05,     1.46987e+04
    6.50000e+00,     5.57395e+03,     1.34002e+01,    -5.37567e+05,     1.54217e+04
    7.00000e+00,     1.36437e+03,     1.57118e+02,    -3.09732e+04,     1.95284e+04
    7.50000e+00,     3.61456e+02,     1.83552e+03,     5.55187e+03,     5.96210e+04
    8.00000e+00,     2.70372e+01,     3.44845e+03,     1.20304e+04,     3.48858e+05
    8.50000e+00,     1.04418e+01,     5.70464e+01,     1.27215e+04,     2.73128e+04
    9.00000e+00,     2.68238e+00,     3.81740e+00,     1.35973e+04,     1.78080e+04
    9.50000e+00,     2.25418e+00,     2.47015e+00,     1.36949e+04,     1.75446e+04
    1.00000e+01,     2.16146e+00,     1.76301e+00,     1.36819e+04,     1.74528e+04
    1.05000e+01,     2.09068e+00,     1.66944e+00,     1.37032e+04,     1.74411e+04
    1.10000e+01,     2.21650e+00,     1.65368e+00,     1.36353e+04,     1.74660e+04
