   -2.00000e+00,     9.26754e+02,     1.04259e+03,    -1.00866e+04,     1.55016e+04
   -1.50000e+00,     6.39141e+02,     7.10008e+02,    -2.09671e+03,     7.79591e+03
   -1.00000e+00,     1.74223e+03,     1.37207e+03,    -8.81717e+03,     1.30393e+04
   -5.00000e-01,     1.15968e+03,     1.10742e+03,    -8.70511e+03,     1.67354e+04
    0.00000e+00,     3.85378e+02,     3.32359e+02,    -3.60823e+03,     1.28313e+04
    5.00000e-01,     1.23001e+03,     1.28524e+03,    -1.05149e+04,     2.34650e+04
    1.00000e+00,     1.97603e+02,     1.55971e+02,    -8.48543e+02,     1.31244e+04
    1.50000e+00,     9.18411e+02,     1.18479e+03,    -9.69474e+03,     3.04189e+04
    2.00000e+00,     4.25381e+02,     4.37699e+02,    -5.20747e+03,     2.30244e+04
    2.50000e+00,     1.46152e+03,     1.23706e+03,    -1.95484e+04,     3.42056e+04
    3.00000e+00,     3.51172e+03,     3.17628e+03,    -3.90737e+04,     5.51609e+04
    3.50000e+00,     1.98169e+02,     1.45256e+02,    -3.01191e+03,     2.15997e+04
    4.00000e+00,     1.39526e+01,     1.09581e+01,     7.82832e+03,     1.51338e+04
    4.50000e+00,     7.08750e+00,     3.82492e+00,     9.31499e+03,     1.43071e+04
    5.00000e+00,     8.23482e+00,     2.31408e+00,     9.41710e+03,     1.41720e+04
    5.50000e+00,     7.03939e+03,     3.43316e+00,    -1.65063e+06,     1.44119e+04
    6.00000e+00,     1.22260e+04,     5.01647e+00,    -1.99203e+06,     1.46856e+04
    6.50000e+00,     4.96968e+03,     1.39451e+01,    -4.68084e+05,     1.54525e+04
    7.00000e+00,     1.49305e+03,     1.87216e+02,    -3.05979e+04,     1.99432e+04
    7.50000e+00,     4.10676e+02,     1.77055e+03,     4.76436e+03,     5.61898e+04
    8.00000e+00,     2.56937e+01,     3.99905e+03,     1.21071e+04,     4.10646e+05
    8.50000e+00,     9.61138e+00,     5.17026e+01,     1.28108e+04,     2.66130e+04
    9.00000e+00,     2.60015e+00,     3.73309e+00,     1.36322e+04,     1.77914e+04
    9.50000e+00,     2.23914e+00,     2.46423e+00,     1.37013e+04,     1.75414e+04
    1.00000e+01,     2.14998e+00,     1.78195e+00,     1.36908e+04,     1.74587e+04
    1.05000e+01,     2.11134e+00,     1.69615e+00,     1.37030e+04,     1.74523e+04
    1.10000e+01,     2.09318e+00,     1.58088e+00,     1.37047e+04,     1.74369e+04
