      1.0006,    -2.00000e+00,     1.95429e+03,     9.36954e+02,     8.36807e+02,    -1.08976e+04,     1.34325e+04
      1.0114,    -1.50000e+00,     2.59142e+03,     1.23147e+03,     9.44700e+02,    -4.48936e+03,     8.02331e+03
      1.0707,    -1.00000e+00,     3.41084e+03,     9.42621e+02,     8.99575e+02,    -5.10898e+03,     1.15416e+04
      1.2381,    -5.00000e-01,     4.31065e+03,     1.26893e+03,     1.06545e+03,    -9.82635e+03,     1.61807e+04
      1.5820,     0.00000e+00,     5.22162e+03,     7.27565e+02,     5.74907e+02,    -7.20957e+03,     1.50445e+04
      2.1990,     5.00000e-01,     6.09998e+03,     1.42789e+02,     1.38958e+02,     3.24605e+02,     1.17204e+04
      3.2489,     1.00000e+00,     6.95983e+03,     1.02418e+03,     1.14471e+03,    -9.26834e+03,     2.50978e+04
      5.0003,     1.50000e+00,     7.82188e+03,     3.05511e+02,     4.09404e+02,    -2.16863e+03,     2.12098e+04
      7.9003,     2.00000e+00,     8.70693e+03,     1.20142e+03,     1.10878e+03,    -1.52198e+04,     3.07887e+04
     12.6893,     2.50000e+00,     9.56966e+03,     4.43605e+03,     4.18330e+03,    -3.99775e+04,     5.62938e+04
     20.5897,     3.00000e+00,     1.04058e+04,     1.38022e+03,     1.88894e+03,    -1.76897e+04,     4.88568e+04
     33.6180,     3.50000e+00,     1.11811e+04,     1.32749e+02,     1.27059e+02,     2.88357e+02,     2.16069e+04
     55.0997,     4.00000e+00,     1.19166e+04,     1.31540e+01,     1.01973e+01,     7.92114e+03,     1.50140e+04
     90.5181,     4.50000e+00,     1.25696e+04,     7.57232e+00,     3.88316e+00,     9.16224e+03,     1.43170e+04
    148.9137,     5.00000e+00,     1.31298e+04,     7.37545e+00,     2.24897e+00,     9.73473e+03,     1.41650e+04
    245.1923,     5.50000e+00,     1.36031e+04,     3.94097e+03,     3.43298e+00,    -9.20369e+05,     1.44167e+04
    403.9290,     6.00000e+00,     1.38620e+04,     1.18480e+04,     4.89435e+00,    -1.95688e+06,     1.46761e+04
    665.6418,     6.50000e+00,     1.40956e+04,     4.99588e+03,     1.27449e+01,    -4.94427e+05,     1.53929e+04
   1097.1332,     7.00000e+00,     1.43134e+04,     1.55777e+03,     1.42084e+02,    -3.91356e+04,     1.91885e+04
   1808.5425,     7.50000e+00,     1.44483e+04,     2.29035e+02,     1.51244e+03,     7.49090e+03,     6.03920e+04
   2981.4580,     8.00000e+00,     1.46527e+04,     2.47138e+01,     4.48372e+03,     1.21646e+04,     4.66058e+05
   4915.2689,     8.50000e+00,     1.49799e+04,     8.11003e+00,     3.45918e+01,     1.29426e+04,     2.36698e+04
   8103.5839,     9.00000e+00,     1.53317e+04,     2.63960e+00,     3.76427e+00,     1.36064e+04,     1.77920e+04
  13360.2268,     9.50000e+00,     1.55317e+04,     2.23563e+00,     2.44141e+00,     1.36997e+04,     1.75324e+04
  22026.9658,     1.00000e+01,     1.57567e+04,     2.06341e+00,     1.71558e+00,     1.37375e+04,     1.74356e+04
  36316.0027,     1.05000e+01,     1.57776e+04,     1.97773e+00,     1.61609e+00,     1.37619e+04,     1.74248e+04
  59874.6417,     1.10000e+01,     1.58356e+04,     2.07300e+00,     1.57325e+00,     1.37216e+04,     1.74400e+04
