      3.2489,     1.00000e+00,     6.92138e+03,     3.68148e+01,     3.46772e+03,     4.23609e+03,     2.59858e+05
      3.8452,     1.20000e+00,     6.92138e+03,     1.08622e+03,     1.88553e+02,    -3.23351e+04,     1.42148e+04
      3.8452,     1.20000e+00,     7.32961e+03,     1.08622e+03,     1.88553e+02,    -3.23351e+04,     1.42148e+04
      4.5757,     1.40000e+00,     7.32961e+03,     1.11560e+03,     3.38083e+02,    -2.30152e+04,     1.69830e+04
      4.5757,     1.40000e+00,     7.68060e+03,     1.11560e+03,     3.38083e+02,    -2.30152e+04,     1.69830e+04
      5.4698,     1.60000e+00,     7.68060e+03,     8.31583e+01,     1.18001e+03,     3.21415e+03,     7.53266e+04
      5.4698,     1.60000e+00,     7.96153e+03,     8.31583e+01,     1.18001e+03,     3.21415e+03,     7.53266e+04
      6.5634,     1.80000e+00,     7.96153e+03,     2.46337e+01,     1.18599e+01,     4.09219e+03,     1.03472e+04
      6.5634,     1.80000e+00,     8.31443e+03,     2.46337e+01,     1.18599e+01,     4.09219e+03,     1.03472e+04
      7.9003,     2.00000e+00,     8.31443e+03,     1.19971e+01,     8.20696e+03,     6.73604e+03,     1.35622e+06
      7.9003,     2.00000e+00,     8.70586e+03,     1.19971e+01,     8.20696e+03,     6.73604e+03,     1.35622e+06
      9.5342,     2.20000e+00,     8.70586e+03,     1.21129e+03,     1.66126e+02,    -5.38082e+04,     1.76491e+04
      9.5342,     2.20000e+00,     9.03076e+03,     1.21129e+03,     1.66126e+02,    -5.38082e+04,     1.76491e+04
     11.5307,     2.40000e+00,     9.03076e+03,     1.38680e+03,     3.36900e+01,    -1.33095e+05,     1.28342e+04
     11.5307,     2.40000e+00,     9.37314e+03,     1.38680e+03,     3.36900e+01,    -1.33095e+05,     1.28342e+04
     13.9699,     2.60000e+00,     9.37314e+03,     9.01282e+00,     9.62499e+00,     6.96736e+03,     1.24086e+04
     13.9699,     2.60000e+00,     9.59861e+03,     9.01282e+00,     9.62499e+00,     6.96736e+03,     1.24086e+04
     16.9497,     2.80000e+00,     9.59861e+03,     4.75384e+00,     7.01106e+00,     8.19396e+03,     1.27854e+04
     16.9497,     2.80000e+00,     1.00492e+04,     4.75384e+00,     7.01106e+00,     8.19396e+03,     1.27854e+04
     20.5897,     3.00000e+00,     1.00492e+04,     1.90146e+03,     2.46110e+02,    -7.98268e+04,     2.21348e+04
     20.5897,     3.00000e+00,     1.04501e+04,     1.90146e+03,     2.46110e+02,    -7.98268e+04,     2.21348e+04
     33.6180,     3.50000e+00,     1.04501e+04,     2.82276e+02,     6.12795e+02,    -4.65504e+03,     4.55515e+04
     33.6180,     3.50000e+00,     1.11785e+04,     2.82276e+02,     6.12795e+02,    -4.65504e+03,     4.55515e+04
     55.0997,     4.00000e+00,     1.11785e+04,     4.45748e+00,     2.78052e+00,     8.76895e+03,     1.39010e+04
     55.0997,     4.00000e+00,     1.19295e+04,     4.45748e+00,     2.78052e+00,     8.76895e+03,     1.39010e+04
     90.5181,     4.50000e+00,     1.19295e+04,     1.24008e+01,     8.36557e+00,     8.22687e+03,     1.55004e+04
     90.5181,     4.50000e+00,     1.25703e+04,     1.24008e+01,     8.36557e+00,     8.22687e+03,     1.55004e+04
    148.9137,     5.00000e+00,     1.25703e+04,     1.88375e+01,     8.11349e+00,     7.43952e+03,     1.55676e+04
    148.9137,     5.00000e+00,     1.31206e+04,     1.88375e+01,     8.11349e+00,     7.43952e+03,     1.55676e+04
    245.1923,     5.50000e+00,     1.31206e+04,     4.73670e+00,     2.55218e+00,     1.08748e+04,     1.50775e+04
    245.1923,     5.50000e+00,     1.36060e+04,     4.73670e+00,     2.55218e+00,     1.08748e+04,     1.50775e+04
    403.9290,     6.00000e+00,     1.36060e+04,     6.56568e+00,     7.38394e+00,     1.15370e+04,     1.64521e+04
    403.9290,     6.00000e+00,     1.38504e+04,     6.56568e+00,     7.38394e+00,     1.15370e+04,     1.64521e+04
    665.6418,     6.50000e+00,     1.38504e+04,     1.65943e+00,     1.53896e+00,     1.26661e+04,     1.53616e+04
    665.6418,     6.50000e+00,     1.40646e+04,     1.65943e+00,     1.53896e+00,     1.26661e+04,     1.53616e+04
   1097.1332,     7.00000e+00,     1.40646e+04,     1.62964e+00,     1.35049e+00,     1.27182e+04,     1.56642e+04
   1097.1332,     7.00000e+00,     1.43292e+04,     1.62964e+00,     1.35049e+00,     1.27182e+04,     1.56642e+04
   1808.5425,     7.50000e+00,     1.43292e+04,     3.98751e+00,     3.10236e+00,     1.21905e+04,     1.61772e+04
   1808.5425,     7.50000e+00,     1.44327e+04,     3.98751e+00,     3.10236e+00,     1.21905e+04,     1.61772e+04
   2981.4580,     8.00000e+00,     1.44327e+04,     8.00158e+02,     2.37128e+02,    -2.87401e+04,     2.76361e+04
   2981.4580,     8.00000e+00,     1.47483e+04,     8.00158e+02,     2.37128e+02,    -2.87401e+04,     2.76361e+04
   4915.2689,     8.50000e+00,     1.47483e+04,     7.18576e+00,     6.28281e+00,     1.16656e+04,     1.82599e+04
   4915.2689,     8.50000e+00,     1.51838e+04,     7.18576e+00,     6.28281e+00,     1.16656e+04,     1.82599e+04
   8103.5839,     9.00000e+00,     1.51838e+04,     7.82147e+00,     1.85260e+01,     1.18810e+04,     2.35189e+04
   8103.5839,     9.00000e+00,     1.53358e+04,     7.82147e+00,     1.85260e+01,     1.18810e+04,     2.35189e+04
  13360.2268,     9.50000e+00,     1.53358e+04,     2.99007e+02,     8.65313e+02,    -6.56637e+03,     7.99213e+04
  13360.2268,     9.50000e+00,     1.56444e+04,     2.99007e+02,     8.65313e+02,    -6.56637e+03,     7.99213e+04
  22026.9658,     1.00000e+01,     1.56444e+04,     4.72283e+00,     3.06526e+00,     1.16330e+04,     1.83395e+04
  22026.9658,     1.00000e+01,     1.56999e+04,     4.72283e+00,     3.06526e+00,     1.16330e+04,     1.83395e+04
  36316.0027,     1.05000e+01,     1.56999e+04,     5.92123e+00,     3.26618e+00,     1.05092e+04,     1.87821e+04
  36316.0027,     1.05000e+01,     1.58410e+04,     5.92123e+00,     3.26618e+00,     1.05092e+04,     1.87821e+04
