      1.0006,    -2.00000e+00,     9.36954e+02,     6.76365e+00,     2.22139e+03,     1.21321e+03,     2.52215e+05
      1.0006,    -2.00000e+00,     1.97514e+03,     6.76365e+00,     2.22139e+03,     1.21321e+03,     2.52215e+05
      1.0024,    -1.80000e+00,     1.97514e+03,     5.94242e+02,     4.50565e+02,    -7.28727e+03,     9.32499e+03
      1.0024,    -1.80000e+00,     2.16109e+03,     5.94242e+02,     4.50565e+02,    -7.28727e+03,     9.32499e+03
      1.0071,    -1.60000e+00,     2.16109e+03,     3.04083e+00,     3.07123e+00,     2.01174e+03,     2.88833e+03
      1.0071,    -1.60000e+00,     2.44785e+03,     3.04083e+00,     3.07123e+00,     2.01174e+03,     2.88833e+03
      1.0176,    -1.40000e+00,     2.44785e+03,     1.40176e+01,     5.94235e+00,     1.35818e+03,     3.35502e+03
      1.0176,    -1.40000e+00,     2.76053e+03,     1.40176e+01,     5.94235e+00,     1.35818e+03,     3.35502e+03
      1.0375,    -1.20000e+00,     2.76053e+03,     5.77600e+00,     6.67263e+00,     2.32853e+03,     3.87307e+03
      1.0375,    -1.20000e+00,     3.04518e+03,     5.77600e+00,     6.67263e+00,     2.32853e+03,     3.87307e+03
      1.0707,    -1.00000e+00,     3.04518e+03,     1.67954e+01,     1.08946e+01,     2.00064e+03,     4.31180e+03
      1.0707,    -1.00000e+00,     3.40248e+03,     1.67954e+01,     1.08946e+01,     2.00064e+03,     4.31180e+03
      1.1211,    -8.00000e-01,     3.40248e+03,     1.22946e+03,     9.93866e+01,    -2.80237e+04,     6.31164e+03
      1.1211,    -8.00000e-01,     3.74365e+03,     1.22946e+03,     9.93866e+01,    -2.80237e+04,     6.31164e+03
      1.1929,    -6.00000e-01,     3.74365e+03,     9.99081e+01,     1.45975e+03,     1.50433e+03,     4.29744e+04
      1.1929,    -6.00000e-01,     4.16081e+03,     9.99081e+01,     1.45975e+03,     1.50433e+03,     4.29744e+04
      1.2903,    -4.00000e-01,     4.16081e+03,     5.45468e+00,     3.98510e+00,     3.39214e+03,     5.22880e+03
      1.2903,    -4.00000e-01,     4.45343e+03,     5.45468e+00,     3.98510e+00,     3.39214e+03,     5.22880e+03
      1.4181,    -2.00000e-01,     4.45343e+03,     1.17774e+02,     1.13290e+03,     1.29476e+03,     3.97984e+04
      1.4181,    -2.00000e-01,     4.92060e+03,     1.17774e+02,     1.13290e+03,     1.29476e+03,     3.97984e+04
      1.5820,    -4.44089e-16,     4.92060e+03,     5.03571e+00,     6.15081e+00,     4.08180e+03,     6.57725e+03
      1.5820,    -4.44089e-16,     5.20515e+03,     5.03571e+00,     6.15081e+00,     4.08180e+03,     6.57725e+03
      1.7889,     2.00000e-01,     5.20515e+03,     2.44896e+03,     9.85217e+02,    -2.61153e+04,     1.82587e+04
      1.7889,     2.00000e-01,     5.52843e+03,     2.44896e+03,     9.85217e+02,    -2.61153e+04,     1.82587e+04
      2.0473,     4.00000e-01,     5.52843e+03,     5.79816e+00,     8.83464e+00,     4.83149e+03,     7.69512e+03
      2.0473,     4.00000e-01,     5.96619e+03,     5.79816e+00,     8.83464e+00,     4.83149e+03,     7.69512e+03
      2.3676,     6.00000e-01,     5.96619e+03,     7.59295e+02,     2.65440e+02,    -1.25103e+04,     1.29318e+04
      2.3676,     6.00000e-01,     6.34150e+03,     7.59295e+02,     2.65440e+02,    -1.25103e+04,     1.29318e+04
      2.7629,     8.00000e-01,     6.34150e+03,     1.54576e+03,     4.72406e+01,    -7.96492e+04,     9.25092e+03
      2.7629,     8.00000e-01,     6.61458e+03,     1.54576e+03,     4.72406e+01,    -7.96492e+04,     9.25092e+03
      3.2489,     1.00000e+00,     6.61458e+03,     3.68148e+01,     3.46772e+03,     4.23609e+03,     2.59858e+05
