    1.71768e+03,     1.66081e+03,     2.55863e+03,    -1.86546e+04,     3.31031e+04
    2.63427e+03,     2.17959e+01,     2.71719e+01,     1.50181e+03,     4.04605e+03
    3.54662e+03,     1.07702e+03,     1.33772e+03,    -7.72331e+03,     1.75445e+04
    4.46350e+03,     3.94973e+02,     4.04707e+02,    -3.87297e+03,     1.30054e+04
    5.38321e+03,     1.84796e+02,     2.20069e+02,    -1.01340e+03,     1.30008e+04
    6.29423e+03,     4.50050e+01,     4.90764e+01,     2.68516e+03,     1.02298e+04
    7.20755e+03,     2.72198e+03,     4.20008e+03,    -2.17289e+04,     5.18572e+04
    8.13264e+03,     7.48824e+01,     8.19071e+01,     2.22914e+03,     1.45899e+04
    9.04161e+03,     7.96603e+02,     2.65651e+03,    -8.49313e+03,     6.75163e+04
    9.95422e+03,     4.05268e+01,     3.24932e+01,     3.92951e+03,     1.47847e+04
    1.08754e+04,     2.95452e+01,     3.02760e+01,     5.53209e+03,     1.63508e+04
    1.18033e+04,     1.99739e+01,     1.70557e+01,     6.53368e+03,     1.63030e+04
    1.26597e+04,     1.37860e+01,     7.62097e+00,     7.54552e+03,     1.54868e+04
    1.33731e+04,     2.27802e+01,     8.22420e+00,     6.70620e+03,     1.57801e+04
    1.38725e+04,     1.15792e+01,     6.40307e+00,     9.95774e+03,     1.60373e+04
    1.42250e+04,     1.34238e+01,     9.40322e+00,     1.01726e+04,     1.70638e+04
    1.45925e+04,     1.87345e+01,     1.77497e+01,     9.70028e+03,     1.92275e+04
    1.50180e+04,     1.07018e+01,     1.39877e+01,     1.09448e+04,     2.03419e+04
    1.54604e+04,     6.60321e+00,     6.04004e+00,     1.13096e+04,     1.92571e+04
