HYD_YEAR,Q
7678,8529.94
7679,4950.71
7680,7231.61
7681,7559.29
7682,7222.67
7683,10479.62
7684,5451.27
7685,7860.87
7686,9790.56
7687,5779.34
7688,3280.11
7689,4245.59
7690,3902.82
7691,4182.43
7692,5208.96
7693,5375.79
7694,8110.66
7695,3683.53
7696,6517.45
7697,6561.74
7698,5708.69
7699,5091.36
7700,5784.24
7701,6753.14
7702,4885.34
7703,6713.29
7704,8960.71
7705,8432.4
7706,6834.88
7707,8927.54
7708,6431.74
7709,7112.41
7710,5559.53
7711,4093.64
7712,10195.46
7713,6992.13
7714,5578.43
7715,6223.15
7716,4129.13
7717,5720.59
7718,7260.67
7719,5126.06
7720,8435.62
7721,8527.12
7722,6258.09
7723,4377.76
7724,4229.51
7725,9752.8
7726,6908.67
7727,12858.63
7728,6002.04
7729,5774.65
7730,5597.14
7731,8204.74
7732,3067.39
7733,4598.94
7734,6750.43
7735,12523.25
7736,7878.37
7737,5157.83
7738,6545.2
7739,5326.0
7740,3577.49
7741,4181.9
7742,5652.08
7743,4328.89
7744,6139.24
7745,13113.59
7746,4015.05
7747,6946.04
7748,2887.63
7749,5197.08
7750,4522.93
7751,4436.21
7752,3677.0
7753,7465.65
7754,8243.94
7755,9512.9
7756,7198.46
7757,5483.77
7758,6507.24
7759,3941.55
7760,4612.72
7761,5301.29
7762,7232.72
7763,4076.67
7764,6182.48
7765,3806.31
7766,5034.17
7767,10219.76
7768,11091.26
7769,8688.83
7770,8034.11
7771,11454.64
7772,6005.37
7773,13313.73
7774,11463.3
7775,5036.45
7776,6315.15
7777,13543.09
7778,6268.03
7779,7137.68
7780,5313.83
7781,9875.11
7782,12235.11
7783,3891.16
7784,11522.71
7785,3074.17
7786,3853.34
7787,8802.73
7788,3073.81
7789,5600.85
7790,7723.08
7791,6693.94
7792,4151.65
7793,5335.72
7794,5342.73
7795,4455.75
7796,7629.62
7797,4746.58
7798,4554.58
7799,4691.8
7800,2842.48
7801,4424.11
7802,4806.75
7803,7815.74
7804,8176.06
7805,4016.24
7806,4653.56
7807,6909.68
7808,6814.38
7809,3461.17
7810,6074.8
7811,4003.09
7812,7100.55
7813,6845.16
7814,3552.19
7815,5873.06
7816,6390.03
7817,10705.38
7818,6958.87
7819,6859.14
7820,6723.86
7821,6538.76
7822,5800.88
7823,4405.92
7824,6530.84
7825,16001.43
7826,5397.09
7827,4843.61
7828,6470.38
7829,7015.13
7830,8052.33
7831,6884.55
7832,8260.47
7833,7740.57
7834,6443.46
7835,9282.24
7836,5068.43
7837,6944.13
7838,5849.74
7839,5518.74
7840,4100.13
7841,7122.38
7842,7362.02
7843,4598.13
7844,4668.07
7845,7562.61
7846,3318.29
7847,4348.11
7848,7283.67
7849,6777.99
7850,5023.48
7851,7061.75
7852,2859.99
7853,5568.34
7854,5485.64
7855,5296.58
7856,8761.06
7857,7569.02
7858,8448.83
7859,5039.45
7860,5511.68
7861,4656.87
7862,8029.14
7863,5264.94
7864,9894.09
7865,7558.53
7866,6353.63
7867,10995.59
7868,8337.33
7869,10249.99
7870,6483.84
7871,3215.6
7872,5293.6
7873,7432.68
7874,4745.28
7875,3589.4
7876,1875.03
7877,13408.66
7878,2270.32
7879,4593.04
7880,3678.84
7881,5478.43
7882,5424.1
7883,8973.39
7884,11791.25
7885,4051.68
7886,5451.83
7887,6882.77
7888,10288.56
7889,10135.66
7890,4578.08
7891,4606.15
7892,4304.81
7893,5205.29
7894,8485.82
7895,2381.38
7896,3999.42
7897,4562.71
7898,6147.41
7899,7100.01
7900,4082.79
7901,7743.4
7902,4635.17
7903,4265.58
7904,5063.61
7905,4616.05
7906,3446.51
7907,3765.65
7908,4016.05
7909,7140.14
7910,9231.66
7911,5347.72
7912,7310.97
7913,2691.6
7914,6639.58
7915,6766.97
7916,7333.5
7917,6195.26
7918,5655.56
7919,4951.22
7920,9160.49
7921,5316.12
7922,8409.69
7923,5930.03
7924,6362.37
7925,5896.7
7926,4298.03
7927,3238.31
7928,8074.67
7929,5763.47
7930,5765.62
7931,3746.4
7932,3816.36
7933,7942.73
7934,5418.55
7935,5782.79
7936,7170.32
7937,8060.49
7938,6085.29
7939,5091.21
7940,4991.67
7941,8021.71
7942,10618.66
7943,7508.16
7944,6234.06
7945,7361.42
7946,5894.4
7947,4419.14
7948,8326.41
7949,4325.65
7950,6668.6
7951,9577.82
7952,7009.66
7953,7221.77
7954,3593.79
7955,4854.34
7956,6934.75
7957,5689.52
7958,3966.14
7959,2583.84
7960,10434.88
7961,7423.1
7962,7928.36
7963,4532.1
7964,7644.55
7965,8282.78
7966,12987.27
7967,3868.95
7968,4231.29
7969,5423.96
7970,4344.79
7971,9104.45
7972,4435.78
7973,13812.92
7974,4181.13
7975,7612.64
7976,4076.73
7977,4261.42
7978,5921.15
7979,1931.31
7980,5066.61
7981,6116.95
7982,6909.38
7983,4252.36
7984,4098.92
7985,2358.74
7986,4611.5
7987,4171.34
7988,10195.18
7989,8351.85
7990,6837.52
7991,6348.56
7992,5804.0
7993,6806.97
7994,3563.83
7995,3673.26
7996,6107.02
7997,11887.19
7998,5024.86
7999,2481.82
8000,5245.21
8001,6354.07
8002,3607.23
8003,5620.02
8004,8473.96
8005,5799.45
8006,5518.15
8007,4313.37
8008,4598.75
8009,3639.31
8010,7483.45
8011,5680.16
8012,9773.42
8013,8536.51
8014,7322.52
8015,4544.87
8016,6671.55
8017,6304.8
8018,8478.61
8019,3924.63
8020,7065.99
8021,9161.7
8022,10295.97
8023,3508.74
8024,11070.24
8025,5789.94
8026,3059.05
8027,4387.11
8028,4022.57
8029,5018.51
8030,6909.56
8031,3665.39
8032,7737.19
8033,2786.84
8034,4290.55
8035,7853.2
8036,5210.47
8037,6244.29
8038,5498.72
8039,4745.84
8040,4542.48
8041,4817.47
8042,5723.8
8043,6834.88
8044,9348.1
8045,4058.89
8046,3572.27
8047,6338.0
8048,4447.01
8049,7565.31
8050,3992.41
8051,4225.14
8052,7370.75
8053,8405.46
8054,7555.66
8055,5200.32
8056,8164.73
8057,4597.84
8058,10592.93
8059,3689.1
8060,4718.45
8061,7143.16
8062,3877.51
8063,5870.44
8064,2969.92
8065,3956.35
8066,8701.02
8067,4603.97
8068,5733.87
8069,4933.62
8070,8673.77
8071,8214.24
8072,9083.87
8073,3554.82
8074,6372.61
8075,5792.66
8076,5022.19
8077,7524.5
8078,5474.36
8079,5114.3
8080,6386.79
8081,6511.29
8082,2867.63
8083,6624.95
8084,3403.48
8085,5992.41
8086,5194.27
8087,7892.36
8088,4233.5
8089,8968.83
8090,4652.43
8091,12428.4
8092,3181.08
8093,3459.78
8094,6511.85
8095,6844.45
8096,5639.36
8097,4402.36
8098,8006.36
8099,2759.84
8100,5420.58
8101,6512.03
8102,5056.44
8103,3052.43
8104,2353.63
8105,3669.59
8106,8305.59
8107,5620.12
8108,6539.4
8109,4602.25
8110,3755.79
8111,6510.33
8112,2951.22
8113,10464.72
8114,6974.07
8115,7039.28
8116,3890.66
8117,4237.95
8118,10322.73
8119,2664.72
8120,6852.05
8121,3211.75
8122,2505.63
8123,5633.47
8124,5560.57
8125,7030.44
8126,8511.07
8127,6486.11
8128,3887.29
8129,9871.16
8130,4418.88
8131,6465.64
8132,8370.47
8133,4010.25
8134,8114.24
8135,7433.73
8136,4693.83
8137,8497.61
8138,9969.23
8139,3101.18
8140,5401.27
8141,5270.2
8142,9446.21
8143,9374.93
8144,5691.42
8145,12119.55
8146,4338.27
8147,7466.1
8148,4731.78
8149,9951.7
8150,5457.86
8151,5579.53
8152,9255.32
8153,8177.07
8154,5527.7
8155,5451.03
8156,3271.93
8157,6079.65
8158,3677.04
8159,4897.22
8160,7085.36
8161,5146.61
8162,4902.85
8163,11779.56
8164,8220.1
8165,12042.29
8166,5457.46
8167,6754.09
8168,12334.52
8169,7366.11
8170,6112.73
8171,2897.09
8172,7744.12
8173,4217.87
8174,3621.09
8175,5560.23
8176,4272.29
8177,5940.96
8178,7898.54
8179,8088.13
8180,5817.75
8181,12414.67
8182,6412.46
8183,4238.5
8184,5453.44
8185,10265.4
8186,4558.83
8187,6905.37
8188,9985.02
8189,7590.02
8190,2819.14
8191,9342.26
8192,7219.21
8193,4191.09
8194,8407.22
8195,4180.7
8196,4777.93
8197,8918.29
8198,7826.44
8199,2568.6
8200,2317.11
8201,7431.17
8202,7587.47
8203,11933.75
8204,6225.85
8205,7151.62
8206,6808.74
8207,3943.72
8208,5626.62
8209,4428.15
8210,4815.8
8211,6623.49
8212,8843.68
8213,5531.9
8214,3362.99
8215,8308.11
8216,6541.33
8217,7333.04
8218,9706.68
8219,6346.41
8220,5485.65
8221,3219.41
8222,5431.45
8223,5125.69
8224,4918.89
8225,7838.28
8226,6724.59
8227,4772.74
8228,3608.69
8229,3921.05
8230,8905.83
8231,4537.94
8232,3181.38
8233,3369.79
8234,4913.67
8235,3427.99
8236,4285.04
8237,7082.47
8238,13950.0
8239,5131.18
8240,8808.42
8241,15037.28
8242,5821.73
8243,10033.42
8244,9879.02
8245,6970.43
8246,7620.94
8247,6080.0
8248,8277.78
8249,3930.12
8250,7780.86
8251,4466.93
8252,6406.86
8253,4987.46
8254,5786.96
8255,4413.77
8256,6626.38
8257,6497.21
8258,9019.23
8259,4998.06
8260,6733.75
8261,11824.89
8262,7546.85
8263,7978.1
8264,5943.88
8265,7203.62
8266,7139.06
8267,10849.5
8268,5474.39
8269,5491.09
8270,7201.3
8271,6265.66
8272,6196.94
8273,3526.57
8274,5257.68
8275,1904.87
8276,7327.06
8277,6650.58
8278,4509.2
8279,4427.43
8280,2432.21
8281,6494.09
8282,4883.04
8283,5736.32
8284,7349.41
8285,4160.21
8286,5102.59
8287,8361.48
8288,4011.91
8289,6266.97
8290,7033.35
8291,3351.19
8292,9000.62
8293,2845.44
8294,5741.55
8295,5165.86
8296,7674.29
8297,5443.58
8298,7389.84
8299,12739.05
8300,4743.14
8301,4576.04
8302,15182.01
8303,6742.67
8304,7368.4
8305,7589.07
8306,6245.33
8307,4749.31
8308,3695.35
8309,7059.84
8310,4260.05
8311,4881.84
8312,9102.44
8313,11136.6
8314,5639.02
8315,2905.13
8316,7266.23
8317,13486.1
8318,5923.43
8319,6338.27
8320,5382.25
8321,6328.92
8322,3302.04
8323,9639.58
8324,9887.2
8325,5443.98
8326,4237.13
8327,5470.77
8328,3886.99
8329,8020.3
8330,6651.15
8331,4730.4
8332,8856.79
8333,6110.5
8334,8719.01
8335,3846.79
8336,5707.46
8337,5730.08
8338,6353.96
8339,5618.56
8340,5366.04
8341,2583.36
8342,7439.26
8343,6171.06
8344,10014.55
8345,8273.93
8346,9372.42
8347,10700.34
8348,5089.93
8349,8227.48
8350,9149.96
8351,3789.94
8352,8257.91
8353,10051.16
8354,5830.8
8355,9033.41
8356,5923.75
8357,6577.05
8358,9039.87
8359,6499.1
8360,3627.53
8361,5861.76
8362,3672.45
8363,8146.56
8364,4928.79
8365,6818.87
8366,9232.32
8367,7325.23
8368,7119.8
8369,6281.14
8370,5429.26
8371,15774.08
8372,3495.58
8373,6667.96
8374,4404.31
8375,11666.35
8376,3565.87
8377,6757.98
8378,5504.34
8379,7854.75
8380,5331.85
8381,5793.16
8382,4485.01
8383,6159.51
8384,5796.2
8385,5796.07
8386,9327.8
8387,8635.93
8388,6194.72
8389,7234.87
8390,7762.54
8391,11551.83
8392,3828.1
8393,5013.73
8394,5872.42
8395,4835.23
8396,4193.73
8397,10179.31
8398,5167.23
8399,4949.87
8400,7724.89
8401,6097.62
8402,6302.25
8403,8299.68
8404,3440.18
8405,4261.29
8406,4963.33
8407,4139.69
8408,5704.71
8409,4957.47
8410,4161.26
8411,11853.0
8412,4738.63
8413,9827.29
8414,7675.17
8415,7406.59
8416,7092.94
8417,5281.8
8418,5121.96
8419,3661.2
8420,5569.36
8421,3572.61
8422,4886.55
8423,11613.1
8424,6498.23
8425,4620.32
8426,3849.12
8427,3696.13
8428,2608.66
8429,2210.47
8430,9522.69
8431,3354.07
8432,5785.9
8433,3669.97
8434,4656.46
8435,5171.18
8436,3015.8
8437,5737.58
8438,3474.11
8439,8004.57
8440,3588.25
8441,6713.46
8442,6751.79
8443,3816.78
8444,5663.31
8445,3686.57
8446,4941.24
8447,5062.0
8448,4926.08
8449,6963.39
8450,5870.26
8451,4948.98
8452,5442.52
8453,5585.94
8454,10473.77
8455,5155.2
8456,9331.15
8457,8779.58
8458,5707.95
8459,8237.12
8460,6776.04
8461,9743.92
8462,8146.88
8463,6802.32
8464,3847.33
8465,7970.36
8466,5298.25
8467,2671.05
8468,7934.74
8469,5818.27
8470,8708.11
8471,9708.86
8472,5042.31
8473,4589.08
8474,3068.84
8475,5657.92
8476,7801.2
8477,5316.46
8478,8466.52
8479,6308.2
8480,9230.24
8481,6290.88
8482,6196.44
8483,5140.72
8484,6418.86
8485,3693.4
8486,4000.85
8487,6171.15
8488,9882.0
8489,2902.74
8490,7798.05
8491,3226.37
8492,11328.43
8493,5076.78
8494,2333.26
8495,3441.57
8496,5476.34
8497,5163.45
8498,6562.68
8499,4258.51
8500,3969.23
8501,9140.88
8502,3856.5
8503,6406.63
8504,4810.07
8505,14042.31
8506,4424.05
8507,4594.74
8508,6124.69
8509,5677.12
8510,7306.08
8511,2969.33
8512,5101.29
8513,8195.18
8514,6170.47
8515,8191.89
8516,5442.42
8517,8772.43
8518,9916.76
8519,4757.41
8520,3864.57
8521,9259.49
8522,13785.5
8523,4175.79
8524,5552.46
8525,6696.9
8526,4457.59
8527,4140.01
8528,4063.84
8529,3066.43
8530,8243.72
8531,6726.8
8532,2296.22
8533,4834.42
8534,5688.53
8535,3066.83
8536,5075.29
8537,6990.36
8538,8078.58
8539,6687.01
8540,4322.71
8541,7348.36
8542,2991.65
8543,5281.43
8544,4867.54
8545,10869.81
8546,2979.82
8547,10195.34
8548,2597.96
8549,4518.13
8550,6958.44
8551,4896.24
8552,9222.12
8553,9558.64
8554,9842.76
8555,7317.61
8556,7193.94
8557,8497.05
8558,3794.62
8559,6254.72
8560,6456.02
8561,10219.2
8562,7428.35
8563,6666.15
8564,2352.03
8565,8707.36
8566,4975.56
8567,4353.89
8568,5251.49
8569,9205.53
8570,10538.1
8571,7037.81
8572,4885.27
8573,4932.02
8574,5171.69
8575,9402.2
8576,6390.5
8577,4552.7
8578,2669.7
8579,4211.33
8580,5946.48
8581,7609.5
8582,9202.14
8583,6562.48
8584,5855.84
8585,8654.16
8586,7056.96
8587,5068.68
8588,3867.04
8589,3365.47
8590,9903.4
8591,6667.9
8592,4830.1
8593,5354.96
8594,4582.46
8595,3347.75
8596,5586.74
8597,2754.85
8598,3295.47
8599,4388.59
8600,11219.94
8601,6238.35
8602,4074.05
8603,10913.9
8604,6658.46
8605,6719.44
8606,9690.26
8607,8743.34
8608,4204.58
8609,8322.27
8610,2342.29
8611,5725.29
8612,6385.36
8613,8295.84
8614,3073.79
8615,6002.84
8616,6148.79
8617,6325.68
8618,6411.0
8619,11996.81
8620,3632.64
8621,5810.14
8622,6065.7
8623,6940.52
8624,7957.1
8625,3034.43
8626,4958.76
8627,9694.22
8628,4518.21
8629,7835.15
8630,5077.4
8631,5336.86
8632,4021.82
8633,5424.54
8634,6262.77
8635,3749.79
8636,6692.67
8637,4646.78
8638,5113.64
8639,4749.3
8640,5126.43
8641,4459.89
8642,3144.3
8643,9613.27
8644,3157.98
8645,3794.05
8646,3341.89
8647,2257.94
8648,5210.22
8649,12260.91
8650,5419.93
8651,3262.48
8652,4711.24
8653,5478.5
8654,6185.1
8655,6702.25
8656,10248.87
8657,7897.55
8658,9566.64
8659,5394.84
8660,5272.69
8661,6454.79
8662,6374.18
8663,6392.54
8664,4346.29
8665,5341.52
8666,5000.24
8667,6927.85
8668,3529.77
8669,3923.92
8670,4944.13
8671,4531.35
8672,4974.37
8673,5106.4
8674,11250.33
8675,4590.44
8676,12130.23
8677,6193.15
8678,4258.93
8679,5884.93
8680,4234.07
8681,5696.48
8682,7066.0
8683,5109.41
8684,6287.85
8685,6566.91
8686,3698.53
8687,5301.29
8688,3763.65
8689,8403.66
8690,8690.81
8691,4885.66
8692,3863.99
8693,7318.36
8694,10004.81
8695,3707.62
8696,7874.29
8697,3370.72
8698,7626.63
8699,5004.41
8700,4491.6
8701,5592.27
8702,6908.31
8703,4628.67
8704,5429.23
8705,5147.73
8706,4064.67
8707,7435.21
8708,3598.67
8709,8504.36
8710,5249.95
8711,5399.79
8712,5007.21
8713,2014.54
8714,6349.65
8715,6232.21
8716,6380.74
8717,8273.33
8718,5901.76
8719,4095.21
8720,9806.74
8721,3990.74
8722,6162.0
8723,6330.11
8724,5034.54
8725,6942.84
8726,4202.54
8727,3640.21
8728,6989.86
8729,7114.06
8730,5119.27
8731,9624.62
8732,5525.91
8733,4069.98
8734,8234.11
8735,3113.95
8736,12660.74
8737,7900.3
8738,6033.79
8739,5132.68
8740,7211.68
8741,6460.88
8742,4199.15
8743,4146.63
8744,6774.38
8745,8366.71
8746,3800.11
8747,8743.18
8748,9702.1
8749,5068.53
8750,5026.59
8751,8394.67
8752,2542.39
8753,3638.46
8754,6350.71
8755,8382.24
8756,6645.9
8757,7183.68
8758,9742.19
8759,9898.97
8760,13087.2
8761,5414.7
8762,5150.91
8763,4726.66
8764,7032.1
8765,4964.08
8766,4845.99
8767,4987.76
8768,10536.39
8769,6998.77
8770,5731.5
8771,5026.39
8772,6503.35
8773,5899.66
8774,2861.61
8775,6989.38
8776,4296.44
8777,3121.82
8778,8170.34
8779,4709.78
8780,5684.38
8781,6110.11
8782,5029.25
8783,7923.55
8784,7788.91
8785,5738.27
8786,5441.73
8787,2279.53
8788,9604.13
8789,11242.08
8790,6384.55
8791,4566.13
8792,5053.45
8793,7086.08
8794,4804.05
8795,6083.4
8796,7576.34
8797,6032.23
8798,10194.92
8799,5434.54
8800,5765.75
8801,4546.17
8802,6053.03
8803,5335.33
8804,6493.5
8805,5645.11
8806,6921.49
8807,6101.44
8808,5839.79
8809,5332.34
8810,5160.15
8811,10351.74
8812,2383.36
8813,4968.19
8814,7688.26
8815,3548.4
8816,6264.35
8817,9087.5
8818,3981.41
8819,4142.81
8820,8147.45
8821,6067.48
8822,3630.18
8823,3153.71
8824,10070.15
8825,6153.97
8826,4917.99
8827,7540.2
8828,3902.94
8829,12915.84
8830,5690.59
8831,6481.37
8832,7856.02
8833,8406.58
8834,4617.76
8835,8963.31
8836,2384.64
8837,7004.48
8838,7458.53
8839,4128.58
8840,4331.99
8841,12086.71
8842,7631.46
8843,14417.46
8844,3800.37
8845,8304.29
8846,4646.94
8847,8820.18
8848,3662.28
8849,8631.58
8850,4685.82
8851,7084.46
8852,3977.98
8853,9138.26
8854,5796.22
8855,10505.57
8856,7322.3
8857,5298.16
8858,7468.24
8859,4299.68
8860,10076.53
8861,7593.01
8862,4393.23
8863,6234.37
8864,6954.56
8865,9792.01
8866,8759.41
8867,4533.07
8868,7148.69
8869,6363.93
8870,5193.47
8871,6414.33
8872,5276.08
8873,7341.68
8874,9608.17
8875,7988.61
8876,11952.39
8877,3821.72
8878,4139.26
8879,7285.14
8880,4101.84
8881,4122.72
8882,6650.36
8883,2622.49
8884,4601.83
8885,7962.77
8886,6419.08
8887,7858.35
8888,8708.06
8889,6621.7
8890,5322.08
8891,4367.55
8892,5541.04
8893,5758.54
8894,5830.91
8895,8152.77
8896,6899.17
8897,5040.51
8898,8257.44
8899,3990.85
8900,4048.7
8901,5222.08
8902,4519.08
8903,7673.43
8904,8269.59
8905,7215.21
8906,6141.2
8907,2827.85
8908,8435.62
8909,4295.15
8910,11389.8
8911,2935.64
8912,3681.96
8913,6202.59
8914,7208.14
8915,9635.95
8916,5204.07
8917,10868.99
8918,10957.22
8919,5366.55
8920,6205.01
8921,4726.31
8922,9763.43
8923,5262.37
8924,6455.57
8925,6739.87
8926,4803.15
8927,6482.65
8928,7225.68
8929,4331.2
8930,4128.64
8931,7387.19
8932,9159.34
8933,5664.38
8934,4487.17
8935,6562.79
8936,10489.07
8937,6089.48
8938,8671.44
8939,4820.14
8940,10366.56
8941,5865.77
8942,5645.47
8943,6145.19
8944,6005.39
8945,3128.39
8946,4810.8
8947,6840.2
8948,3504.19
8949,2485.22
8950,7766.79
8951,5589.17
8952,9187.11
8953,8539.02
8954,6961.53
8955,7734.9
8956,4469.24
8957,7357.38
8958,9589.99
8959,6636.94
8960,4027.53
8961,8024.45
8962,4355.62
8963,5032.63
8964,4871.24
8965,8351.61
8966,8454.72
8967,4238.8
8968,4668.46
8969,4888.97
8970,4632.75
8971,3911.02
8972,8586.95
8973,4620.62
8974,8672.93
8975,3253.21
8976,5693.6
8977,7152.75
8978,5491.54
8979,5968.5
8980,7579.57
8981,4047.12
8982,7088.79
8983,4980.33
8984,4099.27
8985,5460.21
8986,7502.63
8987,4276.27
8988,13760.83
8989,3391.12
8990,7558.71
8991,4374.14
8992,6862.92
8993,12120.11
8994,7404.82
8995,5633.03
8996,5460.69
8997,4880.18
8998,3002.99
8999,6452.08
9000,2623.19
9001,8326.19
9002,1923.37
9003,5274.7
9004,10103.99
9005,9250.85
9006,6306.54
9007,4692.43
9008,6609.84
9009,6446.61
9010,7307.9
9011,3929.07
9012,6068.71
9013,9781.11
9014,5175.59
9015,8756.52
9016,7690.55
9017,4674.69
9018,8889.6
9019,12103.05
9020,4686.13
9021,4851.75
9022,5770.43
9023,8280.28
9024,6454.11
9025,6435.34
9026,6587.64
9027,4259.03
9028,7210.1
9029,10643.37
9030,4768.78
9031,4832.5
9032,10097.99
9033,9604.9
9034,6388.25
9035,7054.6
9036,5726.28
9037,5505.43
9038,7822.93
9039,5273.75
9040,10116.14
9041,6500.3
9042,6881.09
9043,4126.7
9044,4499.79
9045,7790.39
9046,9111.53
9047,4885.5
9048,3174.8
9049,5812.86
9050,5449.92
9051,4858.34
9052,9899.86
9053,5856.01
9054,5858.07
9055,5117.19
9056,4224.02
9057,4144.8
9058,2726.34
9059,5805.26
9060,6662.54
9061,11610.14
9062,7117.06
9063,5656.29
9064,5006.45
9065,3337.75
9066,6828.52
9067,5591.3
9068,4160.15
9069,5737.22
9070,4328.61
9071,4215.71
9072,3728.21
9073,5330.19
9074,2448.85
9075,6428.81
9076,3157.44
9077,4901.79
9078,7569.18
9079,8809.18
9080,6917.67
9081,4718.2
9082,14780.28
9083,6894.48
9084,5137.55
9085,3495.41
9086,2430.03
9087,4142.36
9088,7990.75
9089,8583.27
9090,4725.46
9091,7673.47
9092,3410.96
9093,3717.57
9094,7915.27
9095,2742.58
9096,4380.48
9097,7564.14
9098,6262.89
9099,5571.02
9100,4355.6
9101,3727.24
9102,4978.88
9103,3573.95
9104,2731.12
9105,13295.27
9106,8156.4
9107,10500.35
9108,11449.67
9109,6487.35
9110,11100.26
9111,4499.32
9112,7064.82
9113,9142.9
9114,7037.21
9115,7263.52
9116,9529.74
9117,9343.81
9118,4603.17
9119,6493.53
9120,6498.22
9121,7186.82
9122,2813.5
9123,2807.53
9124,5218.28
9125,5982.99
9126,5823.51
9127,1812.4
9128,8274.66
9129,8342.92
9130,9851.68
9131,5773.32
9132,9521.38
9133,6568.72
9134,6872.08
9135,5276.72
9136,6394.77
9137,8786.01
9138,9796.2
9139,4006.28
9140,4734.65
9141,4292.0
9142,5613.53
9143,5050.66
9144,7434.49
9145,3898.01
9146,6592.47
9147,6234.68
9148,3307.81
9149,3781.58
9150,5188.82
9151,5831.97
9152,11505.58
9153,7797.81
9154,7360.95
9155,4808.96
9156,5987.6
9157,6642.38
9158,3606.72
9159,4197.97
9160,5097.51
9161,9806.46
9162,4508.13
9163,4057.76
9164,5001.1
9165,4194.19
9166,7789.57
9167,8457.64
9168,2501.4
9169,7167.47
9170,4609.8
9171,7367.23
9172,4726.26
9173,5570.19
9174,5440.63
9175,9104.17
9176,9813.7
9177,9236.89
9178,7401.51
9179,10035.06
9180,10487.0
9181,6012.13
9182,4482.85
9183,5742.21
9184,5288.15
9185,5554.92
9186,17223.2
9187,6487.27
9188,7211.93
9189,10598.66
9190,11690.88
9191,5321.42
9192,5875.63
9193,3709.23
9194,3969.18
9195,14904.94
9196,5078.73
9197,5613.51
9198,7937.52
9199,9222.71
9200,5732.4
9201,8959.8
9202,4185.94
9203,4029.78
9204,5779.57
9205,5751.42
9206,7717.91
9207,4793.14
9208,6251.16
9209,7451.97
9210,5886.8
9211,6588.84
9212,6923.54
9213,9502.34
9214,4484.6
9215,6821.47
9216,9184.09
9217,7662.76
9218,5774.7
9219,2800.59
9220,9163.52
9221,8124.27
9222,4695.5
9223,5106.36
9224,4625.93
9225,8272.06
9226,6113.21
9227,8290.39
9228,4936.16
9229,8107.12
9230,5718.66
9231,9715.38
9232,6013.01
9233,5104.65
9234,6009.17
9235,4014.79
9236,4053.92
9237,4074.67
9238,5260.87
9239,6920.13
9240,3592.71
9241,6977.45
9242,7817.78
9243,7290.42
9244,6182.71
9245,8484.26
9246,5464.57
9247,4317.17
9248,9872.84
9249,6608.2
9250,6963.27
9251,12513.21
9252,7262.88
9253,4539.37
9254,3574.78
9255,5668.66
9256,4251.66
9257,4392.02
9258,8358.11
9259,4558.96
9260,10892.49
9261,11097.42
9262,7507.08
9263,6945.78
9264,5291.66
9265,4017.74
9266,9931.0
9267,8083.55
9268,4805.05
9269,6521.35
9270,15913.87
9271,5280.12
9272,7443.89
9273,6050.47
9274,5069.66
9275,4975.28
9276,5437.25
9277,5881.9
9278,9130.11
9279,9037.37
9280,6290.16
9281,5565.25
9282,5489.66
9283,6718.28
9284,5172.63
9285,3776.86
9286,6287.71
9287,6243.9
9288,7518.35
9289,5786.26
9290,3809.77
9291,8177.78
9292,4046.8
9293,6179.65
9294,3868.8
9295,2158.23
9296,3261.16
9297,6819.08
9298,2989.72
9299,4296.11
9300,5071.52
9301,6340.7
9302,4882.02
9303,5433.4
9304,5470.21
9305,5718.06
9306,12902.05
9307,5738.96
9308,6027.97
9309,11832.94
9310,6985.65
9311,11232.71
9312,5359.61
9313,5008.97
9314,4263.79
9315,6691.49
9316,7456.69
9317,4379.5
9318,3554.94
9319,2543.4
9320,4724.5
9321,4289.71
9322,6510.32
9323,5509.24
9324,5312.6
9325,11322.04
9326,6464.02
9327,4816.34
9328,6516.4
9329,9080.62
9330,6398.27
9331,7274.03
9332,5849.82
9333,3325.89
9334,3572.96
9335,5943.74
9336,5538.18
9337,4121.54
9338,3573.52
9339,2935.17
9340,8495.85
9341,4029.09
9342,6168.41
9343,13911.57
9344,10476.7
9345,3579.54
9346,4868.38
9347,4030.71
9348,4183.8
9349,7315.55
9350,8754.12
9351,2565.35
9352,5570.58
9353,2161.91
9354,10021.9
9355,12062.6
9356,5806.34
9357,8055.21
9358,7170.87
9359,4011.72
9360,8363.86
9361,8095.04
9362,6163.58
9363,4448.29
9364,3787.51
9365,4009.25
9366,5045.56
9367,3987.61
9368,8427.89
9369,5373.88
9370,5808.73
9371,5522.24
9372,6423.5
9373,7474.43
9374,6756.43
9375,7199.64
9376,8800.79
9377,5938.17
9378,9713.0
9379,2698.58
9380,4676.26
9381,5181.39
9382,4769.56
9383,9650.27
9384,10055.18
9385,9121.22
9386,8153.68
9387,7555.87
9388,6676.01
9389,5899.1
9390,6492.14
9391,7011.32
9392,5313.21
9393,3524.99
9394,3427.76
9395,4493.39
9396,8222.61
9397,6002.48
9398,12038.87
9399,6949.51
9400,4716.02
9401,4048.17
9402,8610.94
9403,6110.87
9404,2638.53
9405,6278.91
9406,6683.17
9407,5268.3
9408,7408.62
9409,7446.83
9410,5673.71
9411,7027.73
9412,6830.64
9413,9106.23
9414,9215.46
9415,4458.48
9416,4539.18
9417,3033.76
9418,2840.93
9419,8207.3
9420,7667.47
9421,7945.74
9422,4336.9
9423,3919.56
9424,5131.55
9425,11355.03
