HYD_YEAR,Q
31963,5290.17
31964,7049.41
31965,13258.58
31966,3350.21
31967,6525.17
31968,5285.5
31969,10844.94
31970,9774.31
31971,7690.21
31972,4311.84
31973,3016.4
31974,6876.87
31975,4856.1
31976,1737.47
31977,4664.49
31978,7530.18
31979,10686.65
31980,4934.13
31981,12987.62
31982,8524.62
31983,7154.68
31984,7296.71
31985,8065.13
31986,4084.13
31987,3170.76
31988,6103.12
31989,4337.8
31990,12931.13
31991,5665.35
31992,5664.87
31993,3280.68
31994,6121.43
31995,5318.38
31996,11576.19
31997,5510.61
31998,2734.03
31999,9269.22
32000,1933.6
32001,3577.07
32002,4626.27
32003,6042.9
32004,10237.92
32005,8806.8
32006,9460.28
32007,4457.9
32008,3911.23
32009,7324.93
32010,8810.66
32011,6816.56
32012,3203.67
32013,3884.72
32014,8679.12
32015,7962.38
32016,4363.73
32017,6233.89
32018,5651.31
32019,8291.14
32020,7646.2
32021,3345.18
32022,7607.83
32023,3561.27
32024,7506.18
32025,8515.46
32026,5636.74
32027,4201.76
32028,3622.87
32029,2978.29
32030,4743.32
32031,10711.67
32032,4218.46
32033,4856.89
32034,5719.79
32035,7849.76
32036,5215.25
32037,7050.89
32038,6590.83
32039,7301.62
32040,3271.81
32041,8234.02
32042,4454.85
32043,6273.87
32044,9235.63
32045,6228.16
32046,9554.89
32047,6759.63
32048,7843.63
32049,4724.77
32050,7020.61
32051,5173.51
32052,3695.21
32053,9251.63
32054,8750.37
32055,4300.29
32056,9455.84
32057,6353.22
32058,9545.65
32059,6804.85
32060,5175.63
32061,6475.03
32062,6609.41
32063,5719.43
32064,5512.52
32065,6534.25
32066,4449.37
32067,8259.84
32068,10733.65
32069,6418.54
32070,4489.17
32071,2930.82
32072,7530.45
32073,3189.29
32074,8155.15
32075,6051.05
32076,2877.85
32077,10168.45
32078,10940.79
32079,9158.23
32080,7121.61
32081,3717.57
32082,7984.18
32083,5070.04
32084,6293.49
32085,10053.42
32086,6997.07
32087,4858.96
32088,4977.8
32089,11535.32
32090,4502.15
32091,8137.51
32092,8131.51
32093,5586.94
32094,4426.6
32095,5776.36
32096,2025.81
32097,9001.43
32098,7932.6
32099,3472.52
32100,10147.17
32101,12554.23
32102,2866.2
32103,6234.78
32104,6273.83
32105,3757.06
32106,4461.69
32107,3386.02
32108,7060.45
32109,7521.82
32110,3721.78
32111,4816.94
32112,11810.16
32113,6442.23
32114,4182.88
32115,5847.55
32116,2799.24
32117,7092.86
32118,6473.81
32119,4612.87
32120,5439.37
32121,6635.91
32122,7742.88
32123,7588.71
32124,6364.66
32125,7017.22
32126,6923.5
32127,6684.67
32128,6508.61
32129,7098.87
32130,8092.58
32131,2807.68
32132,3131.24
32133,5326.79
32134,5947.87
32135,7417.21
32136,6391.47
32137,6728.4
32138,6639.97
32139,11586.78
32140,3882.51
32141,8541.39
32142,6743.29
32143,3074.78
32144,6611.62
32145,6371.56
32146,6553.54
32147,6888.41
32148,2885.41
32149,6059.87
32150,7065.23
32151,5237.39
32152,3436.16
32153,9203.56
32154,5484.02
32155,6058.71
32156,5434.81
32157,5457.93
32158,8080.43
32159,7523.98
32160,5059.24
32161,6183.93
32162,4651.88
32163,3396.17
32164,5614.47
32165,6863.31
32166,6657.94
32167,11529.37
32168,4656.8
32169,3578.45
32170,5922.74
32171,5305.04
32172,3519.06
32173,6482.28
32174,3820.7
32175,6019.17
32176,9722.1
32177,6813.96
32178,11135.44
32179,8742.78
32180,6735.14
32181,7393.12
32182,3678.18
32183,7547.63
32184,6006.8
32185,8603.3
32186,3936.25
32187,9424.3
32188,8019.8
32189,8457.44
32190,4887.82
32191,3517.88
32192,4510.3
32193,9808.72
32194,11933.58
32195,4582.56
32196,6733.84
32197,5078.07
32198,11063.1
32199,7856.67
32200,4256.68
32201,9881.75
32202,5951.2
32203,6437.67
32204,4168.01
32205,5395.11
32206,7008.16
32207,11228.09
32208,8737.47
32209,6156.38
32210,6361.58
32211,7291.46
32212,5653.07
32213,12695.8
32214,6090.73
32215,5316.98
32216,4933.23
32217,9960.03
32218,5825.56
32219,2920.35
32220,4423.83
32221,7071.13
32222,3477.16
32223,3314.75
32224,5771.08
32225,4831.04
32226,3950.62
32227,9069.83
32228,5691.87
32229,7194.66
32230,4400.52
32231,4033.88
32232,5243.19
32233,3926.22
32234,2240.8
32235,9148.41
32236,4727.23
32237,9221.39
32238,5517.16
32239,7615.3
32240,13663.03
32241,4209.29
32242,5959.81
32243,9298.67
32244,6484.24
32245,3859.58
32246,2263.31
32247,7235.66
32248,5742.01
32249,8284.52
32250,7406.52
32251,7133.59
32252,4405.0
32253,5940.96
32254,6340.18
32255,4585.67
32256,4162.4
32257,8686.46
32258,7978.57
32259,10608.92
32260,3667.85
32261,5765.53
32262,4425.56
32263,4429.83
32264,4504.87
32265,6916.12
32266,5063.46
32267,4494.92
32268,2672.22
32269,4923.03
32270,5006.46
32271,9690.95
32272,10879.81
32273,3701.07
32274,6508.92
32275,9532.21
32276,5717.69
32277,5416.2
32278,8701.87
32279,2504.34
32280,6052.13
32281,5440.06
32282,7955.19
32283,5919.48
32284,8302.12
32285,6662.36
32286,6531.02
32287,7693.24
32288,3592.48
32289,4495.16
32290,11918.04
32291,3391.56
32292,7143.93
32293,8657.48
32294,8211.73
32295,7677.99
32296,7776.66
32297,6030.62
32298,9688.36
32299,6852.77
32300,7601.87
32301,3790.07
32302,7226.44
32303,4239.04
32304,5190.62
32305,6359.65
32306,11924.34
32307,9057.08
32308,4144.4
32309,7471.98
32310,4005.13
32311,6445.66
32312,10742.47
32313,6128.41
32314,7752.49
32315,4306.27
32316,7456.25
32317,4747.3
32318,8231.43
32319,7483.63
32320,5575.4
32321,10505.1
32322,3702.06
32323,4882.85
32324,12188.31
32325,9564.45
32326,4319.38
32327,3317.13
32328,7073.63
32329,4924.31
32330,7893.48
32331,6664.24
32332,11747.05
32333,8020.37
32334,7987.38
32335,6739.17
32336,4805.55
32337,10714.26
32338,13844.62
32339,10848.2
32340,5894.95
32341,5502.46
32342,7095.65
32343,4709.02
32344,4940.78
32345,5858.21
32346,6203.2
32347,5212.54
32348,15264.06
32349,5446.55
32350,6023.86
32351,4652.52
32352,3914.45
32353,9595.0
32354,9362.48
32355,3482.83
32356,8494.19
32357,3446.15
32358,5828.16
32359,7111.34
32360,5715.68
32361,4650.47
32362,7037.66
32363,4852.81
32364,5002.88
32365,7990.85
32366,4345.83
32367,4646.65
32368,6935.86
32369,3904.37
32370,8268.24
32371,4123.73
32372,3523.51
32373,7270.19
32374,7300.41
32375,4974.15
32376,4779.77
32377,3385.79
32378,6542.72
32379,16254.91
32380,4132.11
32381,4559.43
32382,2130.27
32383,2456.28
32384,5260.08
32385,5337.79
32386,11362.21
32387,4518.36
32388,6376.07
32389,6491.41
32390,6706.73
32391,4017.27
32392,5947.27
32393,7482.23
32394,7432.17
32395,7444.14
32396,8204.4
32397,3718.08
32398,2185.13
32399,5555.02
32400,3645.22
32401,4869.9
32402,5823.36
32403,6470.53
32404,4231.27
32405,2301.3
32406,5114.49
32407,4566.55
32408,3400.62
32409,3428.67
32410,5858.53
32411,4299.8
32412,5052.41
32413,7077.32
32414,4616.63
32415,4627.13
32416,5006.82
32417,6714.34
32418,5045.12
32419,6553.7
32420,11246.54
32421,14347.11
32422,6373.19
32423,12689.36
32424,6135.6
32425,5095.74
32426,3418.65
32427,4497.68
32428,6394.23
32429,5107.24
32430,5875.54
32431,6992.3
32432,3334.39
32433,6436.49
32434,5934.5
32435,6239.21
32436,5021.53
32437,11255.8
32438,5036.27
32439,6682.34
32440,6782.17
32441,5387.08
32442,4895.32
32443,6219.14
32444,6479.05
32445,5323.76
32446,7297.0
32447,4718.56
32448,7434.77
32449,4233.39
32450,3156.04
32451,8149.66
32452,6356.0
32453,5818.72
32454,5937.58
32455,10279.45
32456,12933.62
32457,6038.89
32458,5479.49
32459,4254.54
32460,6297.71
32461,8743.74
32462,12250.13
32463,4803.99
32464,5146.8
32465,13938.77
32466,5129.69
32467,8190.39
32468,5093.31
32469,8652.62
32470,9361.91
32471,15261.88
32472,5215.39
32473,9101.34
32474,8102.65
32475,9400.91
32476,10690.92
32477,5083.11
32478,9510.08
32479,8415.08
32480,8714.06
32481,6880.0
32482,5327.15
32483,5323.06
32484,8966.89
32485,3724.41
32486,3592.87
32487,9633.27
32488,6273.64
32489,5794.96
32490,7698.23
32491,3570.25
32492,3972.67
32493,6112.54
32494,6063.58
32495,6355.41
32496,6995.17
32497,6644.07
32498,7663.48
32499,7578.41
32500,8059.54
32501,4101.35
32502,9155.1
32503,11491.47
32504,8503.68
32505,7465.02
32506,5888.64
32507,8211.52
32508,9130.11
32509,6671.08
32510,9618.78
32511,6194.59
32512,4673.27
32513,8156.48
32514,5481.22
32515,6772.81
32516,4538.02
32517,5953.98
32518,6940.85
32519,7854.42
32520,5745.62
32521,3320.86
32522,4304.58
32523,7285.44
32524,8933.21
32525,7930.71
32526,11928.52
32527,7500.09
32528,5228.88
32529,8681.15
32530,3685.09
32531,9509.25
32532,4709.78
32533,8913.88
32534,6314.67
32535,8673.76
32536,2754.85
32537,6668.65
32538,3808.19
32539,3942.83
32540,3631.34
32541,13419.63
32542,5945.86
32543,8126.63
32544,5944.0
32545,7180.46
32546,3280.43
32547,9436.67
32548,8558.31
32549,9149.53
32550,4336.39
32551,8855.55
32552,6328.49
32553,5148.85
32554,5307.75
32555,8346.54
32556,5157.41
32557,4235.64
32558,5593.67
32559,11925.34
32560,2897.63
32561,2975.42
32562,3849.08
32563,8285.14
32564,8010.91
32565,8271.88
32566,4480.28
32567,5456.98
32568,4279.11
32569,8313.16
32570,4020.58
32571,13026.76
32572,9046.02
32573,4828.94
32574,4754.79
32575,5629.38
32576,9267.25
32577,7397.59
32578,6604.53
32579,4835.79
32580,6121.37
32581,4198.05
32582,4899.48
32583,7748.55
32584,6590.97
32585,3334.88
32586,3973.5
32587,4221.94
32588,3896.73
32589,5876.49
32590,6506.37
32591,11536.96
32592,3800.84
32593,4680.77
32594,6051.22
32595,13228.0
32596,3159.68
32597,4217.82
32598,6912.7
32599,9093.09
32600,8019.54
32601,7481.49
32602,4686.35
32603,5512.33
32604,5136.98
32605,5451.85
32606,6848.9
32607,6498.0
32608,2949.31
32609,7886.39
32610,5894.78
32611,2387.86
32612,5725.88
32613,5883.59
32614,7289.32
32615,5008.61
32616,6298.78
32617,5002.82
32618,7155.56
32619,12158.81
32620,3788.85
32621,10065.71
32622,13412.43
32623,5257.66
32624,7406.37
32625,4829.66
32626,4853.67
32627,5290.04
32628,6172.13
32629,4812.41
32630,6086.89
32631,2680.62
32632,10631.67
32633,7349.53
32634,4636.58
32635,4481.52
32636,5000.89
32637,4057.86
32638,4002.88
32639,5350.7
32640,7470.81
32641,6327.06
32642,2914.67
32643,7955.98
32644,4575.89
32645,6956.47
32646,5455.15
32647,6415.71
32648,5063.26
32649,2626.74
32650,6847.25
32651,6644.47
32652,6960.95
32653,5708.05
32654,4091.78
32655,7290.77
32656,6578.67
32657,7630.16
32658,10442.77
32659,5876.13
32660,6933.09
32661,6029.21
32662,7765.9
32663,7480.31
32664,4043.47
32665,10690.55
32666,8973.74
32667,6248.1
32668,17384.43
32669,6605.23
32670,6169.47
32671,5023.11
32672,5241.51
32673,8188.77
32674,8888.5
32675,5514.69
32676,9817.28
32677,5842.68
32678,5911.07
32679,8247.83
32680,5367.25
32681,8184.21
32682,10096.48
32683,9603.93
32684,2719.41
32685,4197.73
32686,2772.58
32687,7849.62
32688,6920.48
32689,6429.47
32690,8773.06
32691,9017.44
32692,4968.86
32693,4813.85
32694,9861.93
32695,7592.28
32696,2395.81
32697,6806.2
32698,6130.03
32699,6071.51
32700,7076.72
32701,5117.2
32702,10071.36
32703,8414.07
32704,4521.67
32705,7344.22
32706,9372.56
32707,4388.2
32708,3572.41
32709,6950.18
32710,9126.17
32711,6561.16
32712,6947.38
32713,12033.35
32714,6247.3
32715,9564.54
32716,5681.88
32717,3849.45
32718,7822.34
32719,5472.64
32720,10750.63
32721,2659.49
32722,4347.92
32723,6843.6
32724,7112.78
32725,4490.41
32726,4772.6
32727,2812.68
32728,12447.3
32729,4523.76
32730,4161.59
32731,5560.98
32732,4439.77
32733,6357.31
32734,13972.39
32735,8083.49
32736,5392.63
32737,4645.09
32738,7433.65
32739,6264.55
32740,8720.66
32741,7373.24
32742,8209.78
32743,6278.04
32744,6975.76
32745,5215.02
32746,5025.66
32747,5852.46
32748,10957.95
32749,2472.65
32750,6383.68
32751,6749.87
32752,4554.83
32753,4640.05
32754,10351.78
32755,8257.44
32756,5379.08
32757,7454.66
32758,3412.48
32759,9285.36
32760,6179.39
32761,5811.56
32762,3317.12
32763,6039.19
32764,3964.06
32765,6132.71
32766,5650.2
32767,8229.28
32768,8044.45
32769,2755.93
32770,2347.17
32771,5999.74
32772,6019.96
32773,3539.0
32774,2399.02
32775,7461.88
32776,7678.27
32777,1593.88
32778,8385.46
32779,5190.52
32780,4756.74
32781,7807.77
32782,5353.19
32783,5326.31
32784,4712.67
32785,4237.55
32786,4437.47
32787,11752.56
32788,4451.53
32789,4461.68
32790,5642.17
32791,4099.46
32792,5554.18
32793,8547.51
32794,7652.73
32795,11760.09
32796,8217.45
32797,7172.09
32798,2940.04
32799,8726.32
32800,6690.12
32801,3587.8
32802,4504.94
32803,5333.37
32804,5379.94
32805,5687.87
32806,6275.9
32807,4191.67
32808,7937.77
32809,8830.18
32810,7051.83
32811,7543.55
32812,6407.6
32813,7830.98
32814,10359.43
32815,6274.41
32816,12503.75
32817,4988.31
32818,6633.98
32819,7616.8
32820,3959.57
32821,4656.97
32822,4118.79
32823,9418.8
32824,6992.4
32825,6679.8
32826,4646.45
32827,4767.92
32828,8879.43
32829,5320.14
32830,9849.98
32831,7833.71
32832,3507.98
32833,3947.15
32834,7529.44
32835,7778.29
32836,5593.42
32837,5391.6
32838,4165.14
32839,9823.96
32840,5494.08
32841,4369.94
32842,7852.8
32843,3803.56
32844,9184.94
32845,5449.32
32846,5923.3
32847,2446.17
32848,3324.09
32849,10946.93
32850,4952.29
32851,5961.13
32852,10841.57
32853,6547.21
32854,4162.57
32855,8803.29
32856,8557.76
32857,5899.79
32858,3009.54
32859,6264.26
32860,3946.68
32861,7536.65
32862,4236.26
32863,7673.51
32864,4280.43
32865,9856.99
32866,4682.5
32867,7945.58
32868,4100.88
32869,6369.58
32870,6839.35
32871,5061.07
32872,5948.09
32873,4092.87
32874,8665.49
32875,5219.94
32876,8175.06
32877,7398.96
32878,7649.91
32879,5395.69
32880,6464.08
32881,6318.14
32882,4903.81
32883,5009.26
32884,7259.67
32885,7411.72
32886,6042.63
32887,7068.56
32888,12896.73
32889,4836.23
32890,7032.27
32891,7812.71
32892,7498.61
32893,5485.71
32894,7850.29
32895,5549.93
32896,8516.42
32897,6820.61
32898,6987.69
32899,6003.94
32900,6705.81
32901,7204.67
32902,3167.06
32903,5876.91
32904,3492.68
32905,3931.54
32906,3994.36
32907,5609.4
32908,7552.07
32909,3983.34
32910,4749.39
32911,7109.71
32912,4371.01
32913,7546.32
32914,5339.92
32915,8405.28
32916,4978.77
32917,5673.02
32918,8270.96
32919,5371.16
32920,6977.57
32921,4787.48
32922,15045.17
32923,8086.54
32924,4209.48
32925,6048.31
32926,4368.56
32927,10470.37
32928,5839.6
32929,6237.91
32930,6846.45
32931,3619.01
32932,9953.62
32933,4047.0
32934,3361.21
32935,7582.85
32936,3316.64
32937,4003.83
32938,3579.89
32939,4330.18
32940,5839.71
32941,5041.0
32942,4629.7
32943,3505.28
32944,8203.55
32945,8520.72
32946,4454.68
32947,7596.34
32948,12394.09
32949,7471.98
32950,4525.22
32951,8969.59
32952,6772.8
32953,9111.02
32954,4403.6
32955,2528.41
32956,11971.98
32957,5567.79
32958,6604.63
32959,3864.94
32960,8261.85
32961,6982.28
32962,10752.62
32963,10007.3
32964,11771.64
32965,8346.23
32966,4617.17
32967,8626.25
32968,5294.98
32969,6167.55
32970,7743.81
32971,7943.85
32972,7694.21
32973,7686.97
32974,9185.43
32975,3505.53
32976,4486.24
32977,7600.02
32978,5475.86
32979,8082.31
32980,5127.83
32981,4792.54
32982,6237.36
32983,9063.34
32984,4611.38
32985,6004.05
32986,2551.35
32987,7002.05
32988,4176.41
32989,4389.96
32990,5174.55
32991,5853.48
32992,3917.97
32993,9529.14
32994,10729.17
32995,6282.87
32996,11663.44
32997,3613.08
32998,4106.0
32999,5833.19
33000,15261.65
33001,8287.16
33002,4933.11
33003,4599.11
33004,6060.53
33005,16104.88
33006,4735.23
33007,5046.64
33008,8390.2
33009,5388.6
33010,6516.85
33011,4856.64
33012,11257.71
33013,9261.48
33014,5494.66
33015,7856.79
33016,6293.5
33017,6725.79
33018,5609.24
33019,10148.55
33020,5904.27
33021,4706.36
33022,6033.55
33023,5132.05
33024,9363.05
33025,8775.61
33026,7790.86
33027,7855.17
33028,6939.7
33029,7790.35
33030,2793.23
33031,7329.71
33032,8931.62
33033,12045.57
33034,5760.83
33035,4159.65
33036,5168.59
33037,8405.41
33038,6383.46
33039,5311.66
33040,5823.87
33041,9387.18
33042,6776.94
33043,4065.24
33044,3111.72
33045,6680.58
33046,5177.16
33047,4440.56
33048,4718.96
33049,5509.19
33050,5425.03
33051,5827.5
33052,5244.85
33053,5089.89
33054,6684.98
33055,5061.44
33056,3604.69
33057,7840.71
33058,3314.53
33059,5303.19
33060,6307.57
33061,7304.36
33062,3847.77
33063,5032.81
33064,7026.32
33065,8153.07
33066,10099.94
33067,4037.47
33068,3578.19
33069,10569.53
33070,5682.96
33071,6488.94
33072,7168.37
33073,4802.85
33074,14251.65
33075,9852.46
33076,8345.38
33077,4636.5
33078,2878.16
33079,10481.07
33080,6662.36
33081,8820.76
33082,3844.33
33083,6649.14
33084,5079.08
33085,8203.59
33086,5228.21
33087,7322.48
33088,5042.13
33089,5460.01
33090,7853.6
33091,10231.04
33092,5551.15
33093,4439.87
33094,10857.86
33095,8488.41
33096,6252.09
33097,7439.14
33098,5641.52
33099,8943.19
33100,8782.03
33101,6933.46
33102,7866.14
33103,5444.71
33104,8220.21
33105,6326.88
33106,8140.4
33107,7163.73
33108,5547.36
33109,5440.99
33110,5776.53
33111,10331.4
33112,12528.67
33113,6433.2
33114,9426.82
33115,7711.56
33116,5647.86
33117,4525.18
33118,5468.48
33119,5467.97
33120,7212.51
33121,7226.43
33122,5907.34
33123,8607.21
33124,11852.27
33125,6385.67
33126,4166.66
33127,9159.75
33128,10678.91
33129,5514.71
33130,11878.23
33131,5106.19
33132,5918.48
33133,17199.44
33134,4210.22
33135,5350.03
33136,8186.84
33137,4529.45
33138,3396.03
33139,6041.33
33140,2801.63
33141,6906.17
33142,10775.88
33143,9175.55
33144,6263.8
33145,7951.12
33146,6215.87
33147,6116.94
33148,5957.7
33149,10113.42
33150,2869.94
33151,6841.17
33152,7450.66
33153,7760.46
33154,12049.13
33155,5400.77
33156,3272.25
33157,8531.75
33158,5534.93
33159,12003.7
33160,6196.85
33161,3023.3
33162,3881.18
33163,5084.57
33164,6677.55
33165,7008.81
33166,7398.22
33167,7689.7
33168,6269.78
33169,4074.32
33170,3038.45
33171,5697.91
33172,5562.07
33173,4386.0
33174,6939.03
33175,11463.36
33176,6376.84
33177,7038.46
33178,4325.75
33179,5986.85
33180,10962.24
33181,7903.56
33182,4128.28
33183,6052.54
33184,4800.24
33185,5821.6
33186,5785.92
33187,9286.11
33188,13661.23
33189,7633.8
33190,2701.49
33191,5832.51
33192,11708.78
33193,4027.28
33194,3192.39
33195,5441.98
33196,3463.02
33197,2918.86
33198,9698.11
33199,5558.6
33200,4472.38
33201,7050.16
33202,4237.0
33203,6814.14
33204,5345.36
33205,10709.44
33206,5771.58
33207,5971.33
33208,5589.17
33209,11934.74
33210,8090.63
33211,10833.74
33212,6609.49
33213,11239.51
33214,4150.23
33215,4747.02
33216,5449.65
33217,6793.67
33218,6115.48
33219,4060.8
33220,7368.28
33221,7524.7
33222,8782.72
33223,4249.95
33224,7031.06
33225,5160.38
33226,4730.17
33227,6114.65
33228,6659.18
33229,3374.87
33230,8792.62
33231,5554.99
33232,4529.1
33233,6364.41
33234,6910.16
33235,6897.88
33236,8023.34
33237,5003.1
33238,4799.68
33239,8399.64
33240,7315.22
33241,8889.73
33242,5971.17
33243,2466.34
33244,5036.76
33245,7090.8
33246,4498.5
33247,11100.83
33248,4077.14
33249,4118.11
33250,7385.96
33251,4332.54
33252,2248.81
33253,8379.69
33254,6231.43
33255,8220.57
33256,3845.37
33257,13269.75
33258,5378.42
33259,8492.26
33260,8081.26
33261,5942.12
33262,7529.24
33263,4939.49
33264,3972.44
33265,8257.3
33266,8558.33
33267,5359.26
33268,6347.01
33269,4112.36
33270,9326.26
33271,5776.21
33272,4904.41
33273,6900.95
33274,5442.03
33275,4588.22
33276,6860.44
33277,8378.0
33278,4220.4
33279,7265.7
33280,10928.88
33281,5566.26
33282,7072.03
33283,5147.28
33284,6762.29
33285,3606.48
33286,4635.44
33287,6620.13
33288,3442.8
33289,6319.62
33290,4760.26
33291,10699.67
33292,5182.3
33293,5685.22
33294,5884.56
33295,2479.23
33296,5104.05
33297,7160.4
33298,6170.21
33299,6366.07
33300,4272.53
33301,4555.3
33302,8098.29
33303,7723.35
33304,9103.73
33305,4683.04
33306,4574.59
33307,4362.25
33308,4509.96
33309,3162.57
33310,3719.91
33311,4892.97
33312,2927.16
33313,9558.96
33314,9635.41
33315,6018.44
33316,3108.69
33317,4038.02
33318,4749.55
33319,8397.41
33320,7604.81
33321,5917.72
33322,7343.87
33323,3528.82
33324,6256.2
33325,8699.94
33326,12579.63
33327,4821.41
33328,5490.1
33329,6745.36
33330,7110.41
33331,4190.43
33332,7715.44
33333,3418.86
33334,4646.69
33335,5562.94
33336,7653.09
33337,6644.11
33338,5691.88
33339,4864.03
33340,7266.67
33341,12518.47
33342,5820.17
33343,12847.09
33344,5822.17
33345,7731.89
33346,4842.62
33347,3907.27
33348,6698.91
33349,5196.22
33350,8666.32
33351,2980.94
33352,9202.67
33353,7556.48
33354,4459.53
33355,5984.62
33356,7348.14
33357,4571.65
33358,7302.38
33359,5403.32
33360,6989.95
33361,4223.53
33362,3790.64
33363,5798.98
33364,7632.77
33365,7039.93
33366,9099.23
33367,4694.58
33368,6658.47
33369,7760.67
33370,7472.13
33371,11125.95
33372,8487.62
33373,5947.33
33374,5034.53
33375,9468.61
33376,7183.02
33377,4610.0
33378,9149.28
33379,7444.1
33380,5503.18
33381,7879.48
33382,3375.67
33383,5280.02
33384,5547.13
33385,4338.7
33386,5598.84
33387,3749.05
33388,2591.06
33389,2463.33
33390,5914.64
33391,6490.84
33392,6970.88
33393,11787.01
33394,5983.95
33395,3241.26
33396,6290.83
33397,4511.22
33398,4406.55
33399,3307.23
33400,7381.97
33401,6549.15
33402,9591.64
33403,6061.48
33404,7464.71
33405,3609.84
33406,6116.93
33407,8188.68
33408,7427.83
33409,4111.25
33410,8360.9
33411,4871.25
33412,10383.42
33413,3491.76
33414,9157.72
33415,5849.74
33416,2647.17
33417,7213.69
33418,3350.72
33419,4249.36
33420,8759.59
33421,7129.06
33422,6107.12
33423,7994.12
33424,6110.38
33425,7957.57
33426,6059.28
33427,4120.3
33428,6573.93
33429,5492.1
33430,6143.58
33431,4219.28
33432,5632.49
33433,4903.2
33434,13056.8
33435,5716.18
33436,4419.08
33437,3493.44
33438,5403.84
33439,7263.49
33440,2518.67
33441,13089.09
33442,6399.43
33443,7272.68
33444,8276.02
33445,9206.86
33446,6740.7
33447,7039.6
33448,5513.44
33449,4244.93
33450,6766.16
33451,5114.34
33452,7877.75
33453,6200.57
33454,6921.98
33455,6324.77
33456,8845.45
33457,6022.94
33458,6543.82
33459,8759.32
33460,4920.69
33461,5975.04
33462,4402.41
33463,5334.58
33464,8101.03
33465,3917.92
33466,2809.25
33467,6231.4
33468,4028.69
33469,8798.59
33470,11455.39
33471,7860.99
33472,4782.11
33473,4175.63
33474,4439.97
33475,10483.34
33476,4866.5
33477,6372.18
33478,5242.93
33479,15013.28
33480,9081.97
33481,3775.07
33482,7040.47
33483,6682.83
33484,5188.4
33485,7084.57
33486,4523.93
33487,4438.13
33488,11764.82
33489,5495.79
33490,7516.69
33491,8270.02
33492,3424.52
33493,6098.05
33494,4819.04
33495,9831.89
33496,6434.14
33497,4861.01
33498,5020.08
33499,5828.84
33500,5858.77
33501,10461.17
33502,4953.38
33503,3517.19
33504,4131.47
33505,7960.17
33506,5717.87
33507,3825.43
33508,6373.58
33509,9573.57
33510,4841.91
33511,10656.48
33512,5448.86
33513,3452.53
33514,6551.23
33515,4600.1
33516,2470.42
33517,5651.25
33518,12179.85
33519,8992.3
33520,2336.2
33521,5444.9
33522,4332.09
33523,5505.38
33524,6644.7
33525,7385.8
33526,7659.49
33527,7239.12
33528,4081.86
33529,6769.49
33530,6226.77
33531,4055.28
33532,4822.82
33533,7494.72
33534,4853.2
33535,5832.77
33536,3818.25
33537,7317.06
33538,4673.79
33539,5695.07
33540,5059.68
33541,5411.57
33542,6126.05
33543,5786.17
33544,8253.32
33545,9288.42
33546,6054.97
33547,5189.89
33548,4498.73
33549,6627.92
33550,13506.73
33551,5158.0
33552,5210.19
33553,5111.31
33554,3935.45
33555,6198.01
33556,5377.49
33557,3788.01
33558,3516.39
33559,6406.23
33560,3966.53
33561,10924.1
33562,7403.73
33563,4620.27
33564,7608.97
33565,5580.92
33566,5385.77
33567,4623.97
33568,3441.5
33569,6936.25
33570,3921.13
33571,9881.81
33572,6757.61
33573,8303.17
33574,6814.04
33575,12911.3
33576,8045.26
33577,6671.91
33578,2243.07
33579,2603.83
33580,4490.41
33581,7282.49
33582,4377.74
33583,6624.59
33584,6395.81
33585,15183.74
33586,4208.57
33587,5282.81
33588,6633.96
33589,1994.27
33590,3133.48
33591,7561.32
33592,7388.02
33593,16892.28
33594,10618.49
33595,11555.61
33596,9702.42
33597,4026.65
33598,5422.56
33599,7806.48
33600,2612.69
33601,5101.04
33602,6880.3
33603,6427.51
33604,5326.98
33605,6797.97
33606,3157.77
33607,4372.21
33608,9431.32
33609,10502.26
33610,3781.62
33611,4804.14
33612,4461.6
33613,4838.57
33614,9250.22
33615,2118.38
33616,11651.87
33617,7835.67
33618,8567.79
33619,7338.47
33620,6442.73
33621,6057.41
33622,6942.16
33623,9489.09
33624,5569.72
33625,8988.42
33626,4562.68
33627,5395.76
33628,5518.74
33629,3099.97
33630,5456.35
33631,8216.81
33632,8232.16
33633,7313.59
33634,4560.15
33635,5105.94
33636,5139.77
33637,5973.69
33638,6831.5
33639,6895.48
33640,8377.14
33641,4535.42
33642,8541.13
33643,5023.45
33644,3594.9
33645,3440.26
33646,5290.21
33647,6037.55
33648,6720.75
33649,4908.49
33650,5791.71
33651,8439.5
33652,7367.51
33653,5767.0
33654,11513.4
33655,8597.48
33656,3791.15
33657,4979.81
33658,6038.66
33659,6787.15
33660,5972.85
33661,6893.91
33662,6719.92
33663,7092.66
33664,5319.4
33665,8680.15
33666,9525.36
33667,4276.27
33668,4140.92
33669,6977.12
33670,5540.52
33671,6165.19
33672,7790.23
33673,3585.35
33674,4963.81
33675,4200.27
33676,4452.69
33677,9835.8
33678,7952.2
33679,6372.4
33680,7394.39
33681,3160.82
33682,6782.96
33683,8605.56
33684,4803.92
33685,9291.84
33686,5019.78
33687,7213.1
33688,3558.53
33689,7277.3
33690,6302.07
33691,7834.53
33692,3236.42
33693,2190.88
33694,6086.8
33695,7108.82
33696,5912.3
33697,6128.55
33698,6420.87
33699,12163.62
33700,4330.62
33701,3329.6
33702,4576.87
33703,4787.22
33704,5185.77
33705,10673.34
33706,4486.56
33707,5216.09
33708,3054.3
33709,4383.57
33710,6284.21
